date,APR El Cobre Lo Calvo >> Captación y Estanque >> Volumen Salida(13374)
2020-12-09 04:54:10-03:00,61790.0
2020-12-09 04:59:10-03:00,61792.0
2020-12-09 05:04:11-03:00,61794.0
2020-12-09 05:09:11-03:00,61796.0
2020-12-09 05:14:11-03:00,61797.0
2020-12-09 05:19:12-03:00,61799.0
2020-12-09 05:24:12-03:00,61799.0
2020-12-09 05:29:12-03:00,61799.0
2020-12-09 05:34:13-03:00,61799.0
2020-12-09 05:39:13-03:00,61799.0
2020-12-09 05:44:13-03:00,61799.0
2020-12-09 05:49:13-03:00,61799.0
2020-12-09 05:54:14-03:00,61799.0
2020-12-09 05:59:14-03:00,61799.0
2020-12-09 06:04:14-03:00,61799.0
2020-12-09 06:09:15-03:00,61799.0
2020-12-09 06:14:15-03:00,61799.0
2020-12-09 06:19:15-03:00,61799.0
2020-12-09 06:24:16-03:00,61799.0
2020-12-09 06:29:16-03:00,61799.0
2020-12-09 06:34:17-03:00,61799.0
2020-12-09 06:39:17-03:00,61799.0
2020-12-09 06:44:17-03:00,61799.0
2020-12-09 06:49:18-03:00,61799.0
2020-12-09 06:54:18-03:00,61799.0
2020-12-09 06:59:18-03:00,61799.0
2020-12-09 07:04:18-03:00,61799.0
2020-12-09 07:09:19-03:00,61799.0
2020-12-09 07:14:19-03:00,61799.0
2020-12-09 07:19:19-03:00,61799.0
2020-12-09 07:24:20-03:00,61799.0
2020-12-09 07:29:20-03:00,61799.0
2020-12-09 07:34:20-03:00,61799.0
2020-12-09 07:39:21-03:00,61799.0
2020-12-09 07:44:21-03:00,61799.0
2020-12-09 07:49:21-03:00,61801.0
2020-12-09 07:54:22-03:00,61803.0
2020-12-09 07:59:22-03:00,61804.0
2020-12-09 08:04:22-03:00,61806.0
2020-12-09 08:09:22-03:00,61808.0
2020-12-09 08:14:23-03:00,61810.0
2020-12-09 08:19:23-03:00,61811.0
2020-12-09 08:24:23-03:00,61813.0
2020-12-09 08:29:24-03:00,61815.0
2020-12-09 08:34:25-03:00,61816.0
2020-12-09 08:39:25-03:00,61816.0
2020-12-09 08:44:25-03:00,61816.0
2020-12-09 08:49:26-03:00,61816.0
2020-12-09 08:54:26-03:00,61816.0
2020-12-09 08:59:26-03:00,61816.0
2020-12-09 09:04:26-03:00,61816.0
2020-12-09 09:09:27-03:00,61816.0
2020-12-09 09:14:27-03:00,61816.0
2020-12-09 09:19:27-03:00,61816.0
2020-12-09 09:24:28-03:00,61816.0
2020-12-09 09:29:28-03:00,61816.0
2020-12-09 09:34:28-03:00,61816.0
2020-12-09 09:39:29-03:00,61816.0
2020-12-09 09:44:29-03:00,61816.0
2020-12-09 09:49:29-03:00,61816.0
2020-12-09 09:54:30-03:00,61816.0
2020-12-09 09:59:30-03:00,61816.0
2020-12-09 10:04:30-03:00,61818.0
2020-12-09 10:09:31-03:00,61820.0
2020-12-09 10:14:31-03:00,61821.0
2020-12-09 10:19:31-03:00,61823.0
2020-12-09 10:24:31-03:00,61825.0
2020-12-09 10:29:32-03:00,61827.0
2020-12-09 10:34:32-03:00,61828.0
2020-12-09 10:39:33-03:00,61830.0
2020-12-09 10:44:33-03:00,61832.0
2020-12-09 10:49:33-03:00,61833.0
2020-12-09 10:54:34-03:00,61835.0
2020-12-09 10:59:34-03:00,61835.0
2020-12-09 11:04:34-03:00,61835.0
2020-12-09 11:09:34-03:00,61835.0
2020-12-09 11:14:35-03:00,61835.0
2020-12-09 11:19:35-03:00,61835.0
2020-12-09 11:24:35-03:00,61835.0
2020-12-09 11:29:36-03:00,61835.0
2020-12-09 11:34:36-03:00,61835.0
2020-12-09 11:39:36-03:00,61835.0
2020-12-09 11:44:37-03:00,61835.0
2020-12-09 11:49:37-03:00,61835.0
2020-12-09 11:54:37-03:00,61835.0
2020-12-09 11:59:38-03:00,61837.0
2020-12-09 12:04:38-03:00,61839.0
2020-12-09 12:09:38-03:00,61840.0
2020-12-09 12:14:39-03:00,61842.0
2020-12-09 12:19:39-03:00,61843.0
2020-12-09 12:24:39-03:00,61843.0
2020-12-09 12:29:39-03:00,61843.0
2020-12-09 12:34:40-03:00,61845.0
2020-12-09 12:39:40-03:00,61847.0
2020-12-09 12:44:41-03:00,61848.0
2020-12-09 12:49:41-03:00,61850.0
2020-12-09 12:54:41-03:00,61852.0
2020-12-09 12:59:41-03:00,61854.0
2020-12-09 13:04:42-03:00,61855.0
2020-12-09 13:09:42-03:00,61855.0
2020-12-09 13:14:42-03:00,61855.0
2020-12-09 13:19:43-03:00,61855.0
2020-12-09 13:24:43-03:00,61855.0
2020-12-09 13:29:43-03:00,61855.0
2020-12-09 13:34:44-03:00,61855.0
2020-12-09 13:39:44-03:00,61855.0
2020-12-09 13:44:44-03:00,61855.0
2020-12-09 13:49:45-03:00,61856.0
2020-12-09 13:54:45-03:00,61857.0
2020-12-09 13:59:45-03:00,61859.0
2020-12-09 14:04:45-03:00,61861.0
2020-12-09 14:09:46-03:00,61863.0
2020-12-09 14:14:46-03:00,61864.0
2020-12-09 14:19:46-03:00,61866.0
2020-12-09 14:24:47-03:00,61867.0
2020-12-09 14:29:47-03:00,61867.0
2020-12-09 14:34:47-03:00,61867.0
2020-12-09 14:39:48-03:00,61867.0
2020-12-09 14:44:48-03:00,61867.0
2020-12-09 14:49:48-03:00,61867.0
2020-12-09 14:54:49-03:00,61867.0
2020-12-09 14:59:49-03:00,61867.0
2020-12-09 15:04:49-03:00,61867.0
2020-12-09 15:09:49-03:00,61867.0
2020-12-09 15:14:50-03:00,61867.0
2020-12-09 15:19:50-03:00,61867.0
2020-12-09 15:24:50-03:00,61867.0
2020-12-09 15:29:51-03:00,61867.0
2020-12-09 15:34:51-03:00,61868.0
2020-12-09 15:39:51-03:00,61869.0
2020-12-09 15:44:52-03:00,61871.0
2020-12-09 15:49:52-03:00,61873.0
2020-12-09 15:54:52-03:00,61875.0
2020-12-09 15:59:53-03:00,61876.0
2020-12-09 16:04:53-03:00,61878.0
2020-12-09 16:09:53-03:00,61880.0
2020-12-09 16:14:54-03:00,61881.0
2020-12-09 16:19:54-03:00,61881.0
2020-12-09 16:24:54-03:00,61881.0
2020-12-09 16:29:54-03:00,61881.0
2020-12-09 16:34:55-03:00,61881.0
2020-12-09 16:39:55-03:00,61881.0
2020-12-09 16:44:56-03:00,61881.0
2020-12-09 16:49:56-03:00,61881.0
2020-12-09 16:54:56-03:00,61881.0
2020-12-09 16:59:57-03:00,61881.0
2020-12-09 17:04:57-03:00,61881.0
2020-12-09 17:09:57-03:00,61881.0
2020-12-09 17:14:57-03:00,61881.0
2020-12-09 17:19:58-03:00,61882.0
2020-12-09 17:24:58-03:00,61884.0
2020-12-09 17:29:58-03:00,61886.0
2020-12-09 17:34:59-03:00,61887.0
2020-12-09 17:39:59-03:00,61889.0
2020-12-09 17:44:59-03:00,61891.0
2020-12-09 17:50:00-03:00,61892.0
2020-12-09 17:55:00-03:00,61893.0
2020-12-09 18:00:00-03:00,61893.0
2020-12-09 18:05:01-03:00,61893.0
2020-12-09 18:10:01-03:00,61893.0
2020-12-09 18:15:01-03:00,61893.0
2020-12-09 18:20:01-03:00,61893.0
2020-12-09 18:25:02-03:00,61893.0
2020-12-09 18:30:02-03:00,61893.0
2020-12-09 18:35:03-03:00,61894.0
2020-12-09 18:40:03-03:00,61895.0
2020-12-09 18:45:03-03:00,61897.0
2020-12-09 18:50:03-03:00,61899.0
2020-12-09 18:55:04-03:00,61901.0
2020-12-09 19:00:04-03:00,61902.0
2020-12-09 19:05:04-03:00,61902.0
2020-12-09 19:10:05-03:00,61902.0
2020-12-09 19:15:05-03:00,61903.0
2020-12-09 19:20:05-03:00,61904.0
2020-12-09 19:25:05-03:00,61906.0
2020-12-09 19:30:06-03:00,61907.0
2020-12-09 19:35:06-03:00,61908.0
2020-12-09 19:40:06-03:00,61909.0
2020-12-09 19:45:07-03:00,61910.0
2020-12-09 19:50:07-03:00,61910.0
2020-12-09 19:55:07-03:00,61911.0
2020-12-09 20:00:08-03:00,61912.0
2020-12-09 20:05:08-03:00,61913.0
2020-12-09 20:10:08-03:00,61914.0
2020-12-09 20:15:09-03:00,61915.0
2020-12-09 20:20:09-03:00,61916.0
2020-12-09 20:25:09-03:00,61916.0
2020-12-09 20:30:10-03:00,61918.0
2020-12-09 20:35:10-03:00,61918.0
2020-12-09 20:40:10-03:00,61919.0
2020-12-09 20:45:11-03:00,61920.0
2020-12-09 20:50:11-03:00,61921.0
2020-12-09 20:55:11-03:00,61922.0
2020-12-09 21:00:11-03:00,61922.0
2020-12-09 21:05:12-03:00,61924.0
2020-12-09 21:10:12-03:00,61924.0
2020-12-09 21:15:12-03:00,61925.0
2020-12-09 21:20:13-03:00,61926.0
2020-12-09 21:25:13-03:00,61927.0
2020-12-09 21:30:13-03:00,61928.0
2020-12-09 21:35:14-03:00,61928.0
2020-12-09 21:40:14-03:00,61930.0
2020-12-09 21:45:14-03:00,61930.0
2020-12-09 21:50:15-03:00,61931.0
2020-12-09 21:55:15-03:00,61932.0
2020-12-09 22:00:15-03:00,61933.0
2020-12-09 22:05:16-03:00,61934.0
2020-12-09 22:10:16-03:00,61934.0
2020-12-09 22:15:16-03:00,61936.0
2020-12-09 22:20:16-03:00,61936.0
2020-12-09 22:25:17-03:00,61937.0
2020-12-09 22:30:17-03:00,61938.0
2020-12-09 22:35:18-03:00,61939.0
2020-12-09 22:40:18-03:00,61940.0
2020-12-09 22:45:18-03:00,61940.0
2020-12-09 22:50:19-03:00,61942.0
2020-12-09 22:55:19-03:00,61942.0
2020-12-09 23:00:19-03:00,61943.0
2020-12-09 23:05:19-03:00,61944.0
2020-12-09 23:10:20-03:00,61945.0
2020-12-09 23:15:20-03:00,61946.0
2020-12-09 23:20:20-03:00,61946.0
2020-12-09 23:25:21-03:00,61947.0
2020-12-09 23:30:21-03:00,61948.0
2020-12-09 23:35:21-03:00,61949.0
2020-12-09 23:40:22-03:00,61950.0
2020-12-09 23:45:22-03:00,61950.0
2020-12-09 23:50:22-03:00,61952.0
2020-12-09 23:55:23-03:00,61952.0
2020-12-10 00:00:23-03:00,61953.0
2020-12-10 00:05:23-03:00,61953.0
2020-12-10 00:10:23-03:00,61953.0
2020-12-10 00:15:24-03:00,61955.0
2020-12-10 00:20:24-03:00,61957.0
2020-12-10 00:25:24-03:00,61957.0
2020-12-10 00:30:25-03:00,61957.0
2020-12-10 00:35:25-03:00,61957.0
2020-12-10 00:40:25-03:00,61957.0
2020-12-10 00:45:26-03:00,61957.0
2020-12-10 00:50:26-03:00,61957.0
2020-12-10 00:55:26-03:00,61957.0
2020-12-10 01:00:26-03:00,61957.0
2020-12-10 01:05:27-03:00,61957.0
2020-12-10 01:10:27-03:00,61957.0
2020-12-10 01:15:28-03:00,61957.0
2020-12-10 01:20:28-03:00,61957.0
2020-12-10 01:25:28-03:00,61957.0
2020-12-10 01:30:29-03:00,61957.0
2020-12-10 01:35:29-03:00,61957.0
2020-12-10 01:40:29-03:00,61957.0
2020-12-10 01:45:30-03:00,61957.0
2020-12-10 01:50:31-03:00,61957.0
2020-12-10 01:55:31-03:00,61959.0
2020-12-10 02:00:31-03:00,61961.0
2020-12-10 02:05:32-03:00,61962.0
2020-12-10 02:10:32-03:00,61964.0
2020-12-10 02:15:32-03:00,61966.0
2020-12-10 02:20:33-03:00,61967.0
2020-12-10 02:25:33-03:00,61969.0
2020-12-10 02:30:33-03:00,61970.0
2020-12-10 02:35:34-03:00,61970.0
2020-12-10 02:40:34-03:00,61970.0
2020-12-10 02:45:34-03:00,61970.0
2020-12-10 02:50:35-03:00,61970.0
2020-12-10 02:55:35-03:00,61970.0
2020-12-10 03:00:35-03:00,61970.0
2020-12-10 03:05:36-03:00,61970.0
2020-12-10 03:10:36-03:00,61970.0
2020-12-10 03:15:36-03:00,61970.0
2020-12-10 03:20:36-03:00,61970.0
2020-12-10 03:25:37-03:00,61970.0
2020-12-10 03:30:37-03:00,61970.0
2020-12-10 03:35:37-03:00,61970.0
2020-12-10 03:40:38-03:00,61970.0
2020-12-10 03:45:38-03:00,61970.0
2020-12-10 03:50:38-03:00,61970.0
2020-12-10 03:55:39-03:00,61970.0
2020-12-10 04:00:39-03:00,61970.0
2020-12-10 04:05:39-03:00,61970.0
2020-12-10 04:10:40-03:00,61970.0
2020-12-10 04:15:40-03:00,61970.0
2020-12-10 04:20:40-03:00,61970.0
2020-12-10 04:25:40-03:00,61970.0
2020-12-10 04:30:41-03:00,61970.0
2020-12-10 04:35:42-03:00,61970.0
2020-12-10 04:40:42-03:00,61970.0
2020-12-10 04:45:42-03:00,61970.0
2020-12-10 04:50:43-03:00,61970.0
2020-12-10 04:55:43-03:00,61970.0
2020-12-10 05:00:43-03:00,61970.0
2020-12-10 05:05:43-03:00,61970.0
2020-12-10 05:10:44-03:00,61970.0
2020-12-10 05:15:44-03:00,61970.0
2020-12-10 05:20:44-03:00,61970.0
2020-12-10 05:25:45-03:00,61970.0
2020-12-10 05:30:44-03:00,61970.0
2020-12-10 05:35:45-03:00,61970.0
2020-12-10 05:40:45-03:00,61970.0
2020-12-10 05:45:45-03:00,61970.0
2020-12-10 05:50:46-03:00,61970.0
2020-12-10 05:55:46-03:00,61970.0
2020-12-10 06:00:46-03:00,61970.0
2020-12-10 06:05:47-03:00,61970.0
2020-12-10 06:10:47-03:00,61970.0
2020-12-10 06:15:47-03:00,61970.0
2020-12-10 06:20:47-03:00,61970.0
2020-12-10 06:25:48-03:00,61970.0
2020-12-10 06:30:48-03:00,61970.0
2020-12-10 06:35:49-03:00,61970.0
2020-12-10 06:40:49-03:00,61970.0
2020-12-10 06:45:49-03:00,61970.0
2020-12-10 06:50:50-03:00,61970.0
2020-12-10 06:55:50-03:00,61970.0
2020-12-10 07:00:51-03:00,61970.0
2020-12-10 07:05:51-03:00,61970.0
2020-12-10 07:10:51-03:00,61970.0
2020-12-10 07:15:52-03:00,61970.0
2020-12-10 07:20:52-03:00,61970.0
2020-12-10 07:25:52-03:00,61970.0
2020-12-10 07:30:53-03:00,61972.0
2020-12-10 07:35:53-03:00,61974.0
2020-12-10 07:40:53-03:00,61975.0
2020-12-10 07:45:53-03:00,61977.0
2020-12-10 07:50:54-03:00,61979.0
2020-12-10 07:55:54-03:00,61980.0
2020-12-10 08:00:54-03:00,61982.0
2020-12-10 08:05:55-03:00,61984.0
2020-12-10 08:10:55-03:00,61986.0
2020-12-10 08:15:55-03:00,61987.0
2020-12-10 08:20:56-03:00,61987.0
2020-12-10 08:25:56-03:00,61987.0
2020-12-10 08:30:56-03:00,61987.0
2020-12-10 08:35:57-03:00,61987.0
2020-12-10 08:40:57-03:00,61987.0
2020-12-10 08:45:57-03:00,61987.0
2020-12-10 08:50:57-03:00,61987.0
2020-12-10 08:55:58-03:00,61987.0
2020-12-10 09:00:58-03:00,61987.0
2020-12-10 09:05:58-03:00,61987.0
2020-12-10 09:10:59-03:00,61987.0
2020-12-10 09:15:59-03:00,61987.0
2020-12-10 09:20:59-03:00,61987.0
2020-12-10 09:26:00-03:00,61987.0
2020-12-10 09:31:00-03:00,61987.0
2020-12-10 09:36:00-03:00,61987.0
2020-12-10 09:41:01-03:00,61987.0
2020-12-10 09:46:01-03:00,61987.0
2020-12-10 09:51:01-03:00,61987.0
2020-12-10 09:56:02-03:00,61989.0
2020-12-10 10:01:02-03:00,61991.0
2020-12-10 10:06:02-03:00,61993.0
2020-12-10 10:11:02-03:00,61994.0
2020-12-10 10:16:03-03:00,61996.0
2020-12-10 10:21:03-03:00,61998.0
2020-12-10 10:26:03-03:00,62000.0
2020-12-10 10:31:04-03:00,62001.0
2020-12-10 10:36:04-03:00,62003.0
2020-12-10 10:41:04-03:00,62005.0
2020-12-10 10:46:05-03:00,62006.0
2020-12-10 10:51:05-03:00,62008.0
2020-12-10 10:56:05-03:00,62010.0
2020-12-10 11:01:06-03:00,62011.0
2020-12-10 11:06:06-03:00,62013.0
2020-12-10 11:11:06-03:00,62014.0
2020-12-10 11:16:06-03:00,62014.0
2020-12-10 11:21:07-03:00,62014.0
2020-12-10 11:26:07-03:00,62014.0
2020-12-10 11:31:07-03:00,62014.0
2020-12-10 11:36:08-03:00,62014.0
2020-12-10 11:41:08-03:00,62014.0
2020-12-10 11:46:08-03:00,62014.0
2020-12-10 11:51:09-03:00,62014.0
2020-12-10 11:56:09-03:00,62014.0
2020-12-10 12:01:09-03:00,62014.0
2020-12-10 12:06:10-03:00,62014.0
2020-12-10 12:11:10-03:00,62014.0
2020-12-10 12:16:10-03:00,62014.0
2020-12-10 12:21:11-03:00,62014.0
2020-12-10 12:26:11-03:00,62014.0
2020-12-10 12:31:11-03:00,62014.0
2020-12-10 12:36:11-03:00,62014.0
2020-12-10 12:41:12-03:00,62014.0
2020-12-10 12:46:12-03:00,62014.0
2020-12-10 12:51:12-03:00,62014.0
2020-12-10 12:56:12-03:00,62014.0
2020-12-10 13:01:12-03:00,62014.0
2020-12-10 13:06:13-03:00,62016.0
2020-12-10 13:11:13-03:00,62018.0
2020-12-10 13:16:13-03:00,62019.0
2020-12-10 13:21:14-03:00,62021.0
2020-12-10 13:26:14-03:00,62023.0
2020-12-10 13:31:14-03:00,62024.0
2020-12-10 13:36:15-03:00,62025.0
2020-12-10 13:41:15-03:00,62025.0
2020-12-10 13:46:15-03:00,62026.0
2020-12-10 13:51:16-03:00,62027.0
2020-12-10 13:56:16-03:00,62029.0
2020-12-10 14:01:16-03:00,62031.0
2020-12-10 14:06:16-03:00,62032.0
2020-12-10 14:11:17-03:00,62034.0
2020-12-10 14:16:18-03:00,62036.0
2020-12-10 14:21:18-03:00,62038.0
2020-12-10 14:26:18-03:00,62039.0
2020-12-10 14:31:19-03:00,62041.0
2020-12-10 14:36:19-03:00,62041.0
2020-12-10 14:41:19-03:00,62041.0
2020-12-10 14:46:20-03:00,62041.0
2020-12-10 14:51:20-03:00,62041.0
2020-12-10 14:56:20-03:00,62041.0
2020-12-10 15:01:20-03:00,62041.0
2020-12-10 15:06:21-03:00,62042.0
2020-12-10 15:11:21-03:00,62044.0
2020-12-10 15:16:21-03:00,62046.0
2020-12-10 15:21:22-03:00,62047.0
2020-12-10 15:26:22-03:00,62049.0
2020-12-10 15:31:22-03:00,62050.0
2020-12-10 15:36:23-03:00,62050.0
2020-12-10 15:41:23-03:00,62050.0
2020-12-10 15:46:23-03:00,62050.0
2020-12-10 15:51:24-03:00,62050.0
2020-12-10 15:56:24-03:00,62050.0
2020-12-10 16:01:24-03:00,62050.0
2020-12-10 16:06:24-03:00,62050.0
2020-12-10 16:11:25-03:00,62050.0
2020-12-10 16:16:25-03:00,62050.0
2020-12-10 16:21:25-03:00,62052.0
2020-12-10 16:26:26-03:00,62054.0
2020-12-10 16:31:26-03:00,62056.0
2020-12-10 16:36:27-03:00,62057.0
2020-12-10 16:41:27-03:00,62059.0
2020-12-10 16:46:27-03:00,62061.0
2020-12-10 16:51:27-03:00,62061.0
2020-12-10 16:56:28-03:00,62061.0
2020-12-10 17:01:28-03:00,62061.0
2020-12-10 17:06:28-03:00,62061.0
2020-12-10 17:11:29-03:00,62061.0
2020-12-10 17:16:29-03:00,62061.0
2020-12-10 17:21:29-03:00,62061.0
2020-12-10 17:26:30-03:00,62061.0
2020-12-10 17:31:30-03:00,62062.0
2020-12-10 17:36:30-03:00,62064.0
2020-12-10 17:41:31-03:00,62066.0
2020-12-10 17:46:31-03:00,62067.0
2020-12-10 17:51:31-03:00,62069.0
2020-12-10 17:56:31-03:00,62071.0
2020-12-10 18:01:32-03:00,62071.0
2020-12-10 18:06:32-03:00,62071.0
2020-12-10 18:11:32-03:00,62071.0
2020-12-10 18:16:33-03:00,62071.0
2020-12-10 18:21:33-03:00,62071.0
2020-12-10 18:26:33-03:00,62071.0
2020-12-10 18:31:34-03:00,62072.0
2020-12-10 18:36:34-03:00,62074.0
2020-12-10 18:41:34-03:00,62075.0
2020-12-10 18:46:35-03:00,62077.0
2020-12-10 18:51:35-03:00,62079.0
2020-12-10 18:56:35-03:00,62079.0
2020-12-10 19:01:35-03:00,62079.0
2020-12-10 19:06:36-03:00,62079.0
2020-12-10 19:11:36-03:00,62079.0
2020-12-10 19:16:36-03:00,62080.0
2020-12-10 19:21:37-03:00,62082.0
2020-12-10 19:26:37-03:00,62084.0
2020-12-10 19:31:37-03:00,62086.0
2020-12-10 19:36:38-03:00,62087.0
2020-12-10 19:41:38-03:00,62087.0
2020-12-10 19:46:38-03:00,62087.0
2020-12-10 19:51:39-03:00,62087.0
2020-12-10 19:56:39-03:00,62088.0
2020-12-10 20:01:39-03:00,62090.0
2020-12-10 20:06:39-03:00,62091.0
2020-12-10 20:11:40-03:00,62093.0
2020-12-10 20:16:40-03:00,62094.0
2020-12-10 20:21:40-03:00,62094.0
2020-12-10 20:26:41-03:00,62094.0
2020-12-10 20:31:41-03:00,62095.0
2020-12-10 20:36:41-03:00,62097.0
2020-12-10 20:41:42-03:00,62098.0
2020-12-10 20:46:42-03:00,62099.0
2020-12-10 20:51:42-03:00,62099.0
2020-12-10 20:56:43-03:00,62101.0
2020-12-10 21:01:43-03:00,62101.0
2020-12-10 21:06:43-03:00,62103.0
2020-12-10 21:11:44-03:00,62103.0
2020-12-10 21:16:44-03:00,62104.0
2020-12-10 21:21:44-03:00,62105.0
2020-12-10 21:26:44-03:00,62106.0
2020-12-10 21:31:45-03:00,62107.0
2020-12-10 21:36:45-03:00,62108.0
2020-12-10 21:41:45-03:00,62109.0
2020-12-10 21:46:46-03:00,62110.0
2020-12-10 21:51:46-03:00,62110.0
2020-12-10 21:56:46-03:00,62112.0
2020-12-10 22:01:47-03:00,62112.0
2020-12-10 22:06:47-03:00,62113.0
2020-12-10 22:11:47-03:00,62114.0
2020-12-10 22:16:48-03:00,62115.0
2020-12-10 22:21:48-03:00,62116.0
2020-12-10 22:26:48-03:00,62116.0
2020-12-10 22:31:48-03:00,62118.0
2020-12-10 22:36:49-03:00,62118.0
2020-12-10 22:41:49-03:00,62119.0
2020-12-10 22:46:49-03:00,62119.0
2020-12-10 22:51:50-03:00,62119.0
2020-12-10 22:56:50-03:00,62120.0
2020-12-10 23:01:50-03:00,62122.0
2020-12-10 23:06:51-03:00,62124.0
2020-12-10 23:11:51-03:00,62124.0
2020-12-10 23:16:51-03:00,62124.0
2020-12-10 23:21:52-03:00,62124.0
2020-12-10 23:26:52-03:00,62124.0
2020-12-10 23:31:52-03:00,62124.0
2020-12-10 23:36:53-03:00,62124.0
2020-12-10 23:41:53-03:00,62124.0
2020-12-10 23:46:53-03:00,62124.0
2020-12-10 23:51:53-03:00,62124.0
2020-12-10 23:56:54-03:00,62124.0
2020-12-11 00:01:54-03:00,62124.0
2020-12-11 00:06:54-03:00,62125.0
2020-12-11 00:11:55-03:00,62127.0
2020-12-11 00:16:55-03:00,62128.0
2020-12-11 00:21:55-03:00,62130.0
2020-12-11 00:26:56-03:00,62132.0
2020-12-11 00:31:56-03:00,62133.0
2020-12-11 00:36:56-03:00,62134.0
2020-12-11 00:41:57-03:00,62134.0
2020-12-11 00:46:57-03:00,62134.0
2020-12-11 00:51:57-03:00,62134.0
2020-12-11 00:56:58-03:00,62134.0
2020-12-11 01:01:58-03:00,62134.0
2020-12-11 01:06:58-03:00,62134.0
2020-12-11 01:11:58-03:00,62134.0
2020-12-11 01:16:59-03:00,62134.0
2020-12-11 01:21:59-03:00,62134.0
2020-12-11 01:26:59-03:00,62134.0
2020-12-11 01:32:00-03:00,62134.0
2020-12-11 01:37:00-03:00,62134.0
2020-12-11 01:42:00-03:00,62134.0
2020-12-11 01:47:01-03:00,62134.0
2020-12-11 01:52:01-03:00,62134.0
2020-12-11 01:57:01-03:00,62134.0
2020-12-11 02:02:02-03:00,62134.0
2020-12-11 02:07:02-03:00,62134.0
2020-12-11 02:12:02-03:00,62134.0
2020-12-11 02:17:02-03:00,62134.0
2020-12-11 02:22:03-03:00,62134.0
2020-12-11 02:27:03-03:00,62134.0
2020-12-11 02:32:04-03:00,62134.0
2020-12-11 02:37:04-03:00,62134.0
2020-12-11 02:42:04-03:00,62134.0
2020-12-11 02:47:05-03:00,62134.0
2020-12-11 02:52:05-03:00,62134.0
2020-12-11 02:57:05-03:00,62134.0
2020-12-11 03:02:06-03:00,62134.0
2020-12-11 03:07:06-03:00,62134.0
2020-12-11 03:12:06-03:00,62134.0
2020-12-11 03:17:06-03:00,62134.0
2020-12-11 03:22:07-03:00,62134.0
2020-12-11 03:27:07-03:00,62134.0
2020-12-11 03:32:07-03:00,62134.0
2020-12-11 03:37:08-03:00,62134.0
2020-12-11 03:42:08-03:00,62134.0
2020-12-11 03:47:08-03:00,62134.0
2020-12-11 03:52:09-03:00,62134.0
2020-12-11 03:57:09-03:00,62134.0
2020-12-11 04:02:09-03:00,62134.0
2020-12-11 04:07:09-03:00,62134.0
2020-12-11 04:12:10-03:00,62134.0
2020-12-11 04:17:10-03:00,62134.0
2020-12-11 04:22:10-03:00,62134.0
2020-12-11 04:27:11-03:00,62134.0
2020-12-11 04:32:11-03:00,62134.0
2020-12-11 04:37:12-03:00,62134.0
2020-12-11 04:42:12-03:00,62134.0
2020-12-11 04:47:12-03:00,62134.0
2020-12-11 04:52:12-03:00,62134.0
2020-12-11 04:57:13-03:00,62134.0
2020-12-11 05:02:13-03:00,62134.0
2020-12-11 05:07:13-03:00,62134.0
2020-12-11 05:12:14-03:00,62134.0
2020-12-11 05:17:14-03:00,62134.0
2020-12-11 05:22:14-03:00,62134.0
2020-12-11 05:27:15-03:00,62134.0
2020-12-11 05:32:15-03:00,62134.0
2020-12-11 05:37:15-03:00,62134.0
2020-12-11 05:42:16-03:00,62134.0
2020-12-11 05:47:16-03:00,62134.0
2020-12-11 05:52:16-03:00,62134.0
2020-12-11 05:57:16-03:00,62134.0
2020-12-11 06:02:17-03:00,62134.0
2020-12-11 06:07:17-03:00,62135.0
2020-12-11 06:12:17-03:00,62137.0
2020-12-11 06:17:18-03:00,62138.0
2020-12-11 06:22:18-03:00,62140.0
2020-12-11 06:27:18-03:00,62142.0
2020-12-11 06:32:19-03:00,62144.0
2020-12-11 06:37:19-03:00,62145.0
2020-12-11 06:42:19-03:00,62147.0
2020-12-11 06:47:20-03:00,62149.0
2020-12-11 06:52:20-03:00,62151.0
2020-12-11 06:57:20-03:00,62151.0
2020-12-11 07:02:21-03:00,62151.0
2020-12-11 07:07:21-03:00,62151.0
2020-12-11 07:12:21-03:00,62151.0
2020-12-11 07:17:22-03:00,62151.0
2020-12-11 07:22:22-03:00,62151.0
2020-12-11 07:27:22-03:00,62151.0
2020-12-11 07:32:23-03:00,62151.0
2020-12-11 07:37:23-03:00,62151.0
2020-12-11 07:42:23-03:00,62151.0
2020-12-11 07:47:23-03:00,62151.0
2020-12-11 07:52:24-03:00,62151.0
2020-12-11 07:57:24-03:00,62151.0
2020-12-11 08:02:24-03:00,62151.0
2020-12-11 08:07:25-03:00,62151.0
2020-12-11 08:12:25-03:00,62151.0
2020-12-11 08:17:25-03:00,62151.0
2020-12-11 08:22:26-03:00,62151.0
2020-12-11 08:27:26-03:00,62151.0
2020-12-11 08:32:26-03:00,62151.0
2020-12-11 08:37:27-03:00,62151.0
2020-12-11 08:42:27-03:00,62151.0
2020-12-11 08:47:27-03:00,62151.0
2020-12-11 08:52:28-03:00,62151.0
2020-12-11 08:57:28-03:00,62151.0
2020-12-11 09:02:28-03:00,62152.0
2020-12-11 09:07:28-03:00,62154.0
2020-12-11 09:12:29-03:00,62156.0
2020-12-11 09:17:29-03:00,62157.0
2020-12-11 09:22:29-03:00,62159.0
2020-12-11 09:27:30-03:00,62161.0
2020-12-11 09:32:30-03:00,62163.0
2020-12-11 09:37:30-03:00,62164.0
2020-12-11 09:42:31-03:00,62166.0
